LogisticRegression,SVC,XGBClassifier,KNeighborsClassifier,RandomForestClassifier,GaussianNB,DecisionTreeClassifier,GradientBoostingClassifier,LinearSVC,SGDClassifier,MLPClassifier
0.5526483726866624,0.5411614550095725,0.5124441608168475,0.4530950861518826,0.5392469687300574,0.5207402680280792,0.4243777919591576,0.5392469687300574,0.4677728142948308,0.5341416719846841,0.5118059987236758
0.548441449031171,0.5374894692502106,0.4785172704296546,0.4448188711036225,0.518955349620893,0.514743049705139,0.4077506318449874,0.5290648694187026,0.493681550126369,0.531592249368155,0.5324347093513058
0.5566087414428647,0.5402843601895735,0.4834123222748815,0.4491837809373354,0.5186940494997367,0.5213270142180095,0.4228541337546077,0.5365982095839916,0.4713006845708267,0.4017904160084254,0.5297525013164823
0.5515789473684211,0.54,0.4968421052631579,0.45263157894736844,0.52,0.5126315789473684,0.4094736842105263,0.5378947368421053,0.24842105263157896,0.36947368421052634,0.5431578947368421
